,year,month,day,humidity,sha_tin_min,sha_tin_max,happy_velley_min,happy_velley_max
3753,2018,04,11,73-91,19.9,29.1,21.9,28.7
3754,2018,04,12,68-89,22.6,28.4,23.2,28.6
3755,2018,04,13,63-90,24.5,30.4,24.7,29.7
3756,2018,04,14,67-86,23.3,30.0,24.9,29.8
3757,2018,04,15,73-94,17.4,25.8,18.3,25.8
3758,2018,04,16,82-96,16.2,18.1,17.6,19.8
3759,2018,04,17,72-91,16.5,23.2,17.9,22.9
3760,2018,04,18,68-86,20.2,25.3,20.8,25.5
3761,2018,04,19,65-84,19.4,26.0,20.1,27.3
3762,2018,04,20,77-85,21.7,25.7,22.2,24.9
3763,2018,04,21,74-89,22.8,26.7,23.0,27.9
3764,2018,04,22,76-91,23.5,28.8,24.0,29.6
3765,2018,04,23,64-91,23.6,30.7,24.1,30.0
3766,2018,04,24,76-91,23.3,27.4,23.6,27.1
3767,2018,04,25,72-84,22.8,24.2,22.2,24.2
3768,2018,04,26,78-90,22.4,24.6,22.6,24.7
3769,2018,04,27,68-87,22.7,27.1,22.7,28.9
3770,2018,04,28,75-90,22.9,26.8,23.0,26.1
3771,2018,04,29,71-88,23.4,29.1,24.0,29.1
3772,2018,04,30,76-90,23.9,29.1,24.1,29.8
3773,2018,05,01,65-89,24.1,31.4,24.8,31.3
3774,2018,05,02,58-89,24.5,32.2,25.9,31.7
3775,2018,05,03,56-91,22.8,32.5,22.7,32.4
3776,2018,05,04,74-90,21.9,24.6,21.6,26.1
3777,2018,05,05,72-90,23.0,26.6,23.7,29.0
3778,2018,05,06,63-93,24.6,30.8,25.6,30.3
3779,2018,05,07,78-88,23.3,29.9,25.7,28.5
3780,2018,05,08,81-97,22.6,27.6,23.4,28.8
3781,2018,05,09,82-93,22.4,25.6,23.2,26.0
3782,2018,05,10,83-96,21.9,23.9,22.7,24.7
3783,2018,05,11,79-95,22.3,25.5,22.7,25.7
3784,2018,05,12,69-92,23.9,30.9,24.1,31.1
3785,2018,05,13,66-92,24.4,32.0,24.6,31.5
3786,2018,05,14,65-87,25.1,32.4,26.3,31.7
3787,2018,05,15,62-83,26.3,31.5,26.7,30.9
3788,2018,05,16,58-86,24.2,32.0,24.8,31.2
3789,2018,05,17,60-83,25.4,32.8,27.1,31.6
3790,2018,05,18,58-85,27.7,33.3,27.7,33.1
3791,2018,05,19,52-88,26.8,33.9,27.8,34.0
3792,2018,05,20,53-86,26.9,34.1,27.7,33.7
3793,2018,05,21,56-85,26.4,35.4,27.1,33.9
3794,2018,05,22,55-81,26.2,33.7,26.7,34.0
3795,2018,05,23,50-82,26.0,35.1,27.1,36.3
3796,2018,05,24,61-83,26.7,33.2,27.1,33.0
3797,2018,05,25,57-79,25.8,33.2,26.0,33.1
3798,2018,05,26,55-82,28.7,34.1,28.0,34.9
3799,2018,05,27,65-90,27.6,33.6,28.0,33.7
3800,2018,05,28,51-85,26.4,35.2,27.5,36.5
3801,2018,05,29,47-85,26.9,36.2,28.3,37.7
3802,2018,05,30,51-83,28.9,36.4,28.9,36.3
3803,2018,05,31,53-84,28.3,35.7,28.3,35.3
3804,2018,06,01,56-83,27.1,34.5,27.6,34.5
3805,2018,06,02,61-83,26.5,31.9,27.0,32.4
3806,2018,06,03,62-82,26.7,32.3,27.0,31.9
3807,2018,06,04,70-93,26.4,30.8,26.6,30.8
3808,2018,06,05,86-96,25.8,29.7,25.7,30.4
3809,2018,06,06,88-98,25.4,29.0,26.4,29.0
3810,2018,06,07,86-97,25.6,29.3,26.2,29.6
3811,2018,06,08,79-96,24.9,29.4,24.6,29.3
3812,2018,06,09,69-90,26.1,30.5,26.5,31.9
3813,2018,06,10,56-83,26.5,34.2,27.4,35.8
3814,2018,06,11,44-76,25.1,34.6,26.4,35.3
3815,2018,06,12,71-97,25.2,29.4,25.2,31.0
3816,2018,06,13,86-98,25.0,28.1,25.6,29.2
3817,2018,06,14,75-95,25.3,28.0,25.2,29.2
3818,2018,06,15,70-86,25.2,29.5,25.2,29.9
3819,2018,06,16,58-81,26.8,31.4,26.8,32.0
3820,2018,06,17,64-81,26.2,31.8,26.3,31.2
3821,2018,06,18,66-85,26.3,32.1,27.2,32.3
3822,2018,06,19,71-84,28.0,31.6,28.0,31.0
3823,2018,06,20,71-84,28.2,32.4,28.7,32.5
3824,2018,06,21,73-89,26.8,32.5,28.7,31.6
3825,2018,06,22,82-93,25.2,31.4,25.2,31.1
3826,2018,06,23,81-96,24.7,28.6,24.6,29.6
3827,2018,06,24,67-96,26.2,31.6,26.1,32.7
3828,2018,06,25,75-96,25.7,31.3,26.0,31.0
3829,2018,06,26,62-94,25.2,32.5,25.3,32.7
3830,2018,06,27,71-87,25.7,31.1,26.1,32.4
3831,2018,06,28,63-86,24.7,33.1,26.4,34.3
3832,2018,06,29,68-83,27.1,33.3,28.6,34.5
3833,2018,06,30,65-85,28.6,33.1,29.1,32.2
3834,2018,07,01,65-91,27.4,32.9,28.1,33.0
3835,2018,07,02,78-92,25.3,31.5,26.3,31.3
3836,2018,07,03,76-87,26.9,30.4,28.3,30.7
3837,2018,07,04,68-86,28.6,32.1,28.8,32.1
3838,2018,07,05,74-82,27.1,30.9,29.1,31.6
3839,2018,07,06,69-92,27.0,32.9,27.7,32.1
3840,2018,07,07,77-94,25.1,30.0,28.4,30.8
3841,2018,07,08,80-95,25.5,32.0,26.7,32.3
3842,2018,07,09,70-93,26.5,31.6,25.4,31.9
3843,2018,07,10,66-91,26.2,32.1,26.8,32.9
3844,2018,07,11,60-87,25.3,33.6,25.7,34.1
3845,2018,07,12,65-85,27.1,32.9,27.9,33.8
3846,2018,07,13,83-96,25.9,28.3,26.1,28.6
3847,2018,07,14,82-97,25.9,30.2,26.0,30.2
3848,2018,07,15,82-96,25.0,29.4,25.7,28.4
3849,2018,07,16,67-93,26.1,31.6,26.4,32.1
3850,2018,07,17,57-92,26.3,34.6,27.6,35.3
3851,2018,07,18,79-95,25.9,30.3,26.7,29.8
3852,2018,07,19,80-94,27.2,31.7,26.7,29.5
3853,2018,07,20,73-97,26.3,31.7,26.4,31.9
3854,2018,07,21,59-88,26.1,34.0,26.0,33.6
3855,2018,07,22,58-87,26.2,33.5,26.5,33.9
3856,2018,07,23,75-95,26.2,31.2,25.8,32.2
3857,2018,07,24,72-88,28.0,31.7,28.9,31.7
3858,2018,07,25,73-93,26.8,32.8,27.3,33.2
3859,2018,07,26,71-95,26.7,32.7,27.2,32.6
3860,2018,07,27,68-86,26.0,32.6,26.9,33.5
3861,2018,07,28,61-84,26.4,33.6,27.0,33.7
3862,2018,07,29,58-84,26.0,33.3,26.5,33.7
3863,2018,07,30,60-85,26.2,34.1,27.4,34.2
3864,2018,07,31,61-91,27.6,34.0,27.1,34.3
3865,2018,08,01,70-89,28.7,33.2,27.5,32.9
3866,2018,08,02,66-91,26.9,32.9,27.4,33.6
3867,2018,08,03,70-83,27.7,31.9,28.7,33.1
3868,2018,08,04,68-94,26.2,33.5,26.7,32.9
3869,2018,08,05,65-84,26.7,33.6,27.1,34.3
3870,2018,08,06,61-84,26.7,33.1,27.9,35.8
3871,2018,08,07,65-84,26.6,32.8,27.7,35.1
3872,2018,08,08,61-89,26.0,33.2,25.9,33.6
3873,2018,08,09,60-82,28.5,33.1,28.8,33.3
3874,2018,08,10,79-97,25.7,30.0,25.7,30.1
3875,2018,08,11,88-98,25.9,28.6,25.7,28.9
3876,2018,08,12,90-97,25.6,28.7,26.3,29.5
3877,2018,08,13,72-92,26.2,32.0,26.3,32.7
3878,2018,08,14,80-97,26.4,29.9,26.4,30.7
3879,2018,08,15,74-96,26.1,31.4,26.0,31.9
3880,2018,08,16,84-95,26.1,30.6,26.9,30.9
3881,2018,08,17,84-98,25.2,29.5,25.7,28.9
3882,2018,08,18,71-95,25.7,30.7,26.4,32.8
3883,2018,08,19,72-95,25.6,31.3,26.4,31.3
3884,2018,08,20,80-97,25.8,31.8,25.3,31.5
3885,2018,08,21,77-94,25.3,32.7,25.5,31.7
3886,2018,08,22,68-93,24.5,33.6,24.9,33.4
3887,2018,08,23,75-96,25.0,33.7,24.8,33.4
3888,2018,08,24,70-90,25.4,34.1,25.1,34.4
3889,2018,08,25,51-88,27.4,35.2,28.3,36.2
3890,2018,08,26,61-96,25.6,32.8,24.9,33.7
3891,2018,08,27,74-95,25.1,30.8,24.9,30.5
3892,2018,08,28,80-97,24.9,30.1,24.9,30.1
3893,2018,08,29,78-94,25.0,30.1,25.9,29.6
3894,2018,08,30,81-94,26.3,29.2,27.4,28.8
3895,2018,08,31,83-94,26.5,29.7,27.4,29.1
3896,2018,09,01,88-97,24.4,27.7,25.0,28.2
3897,2018,09,02,74-97,24.5,30.6,24.5,30.4
3898,2018,09,03,70-93,24.8,31.5,25.0,31.6
3899,2018,09,04,67-91,25.9,33.8,26.6,34.2
3900,2018,09,05,65-90,26.4,33.9,26.9,34.6
3901,2018,09,06,76-87,26.1,32.8,27.4,33.0
3902,2018,09,07,73-87,26.5,33.0,26.9,34.0
3903,2018,09,08,69-96,25.7,30.1,24.9,31.1
3904,2018,09,09,64-96,24.8,30.4,24.5,30.8
3905,2018,09,10,68-94,23.9,28.4,24.3,30.1
3906,2018,09,11,48-88,22.9,32.6,23.2,34.3
3907,2018,09,12,73-84,25.8,29.7,26.5,29.2
3908,2018,09,13,74-92,25.9,30.5,26.6,30.5
3909,2018,09,14,69-88,25.5,33.5,26.1,33.5
3910,2018,09,15,51-86,24.7,35.3,25.7,36.4
3911,2018,09,16,55-98,23.8,32.3,24.3,32.2
3912,2018,09,17,79-95,26.7,29.1,26.2,30.1
3913,2018,09,18,69-94,0.0,0.0,26.0,32.3
3914,2018,09,19,64-88,24.1,32.8,24.7,32.3
3915,2018,09,20,63-90,25.7,33.4,25.9,33.1
3916,2018,09,21,61-82,25.7,33.0,25.5,33.1
3917,2018,09,22,61-86,24.4,32.0,25.0,33.3
3918,2018,09,23,67-85,26.3,32.5,26.8,32.7
3919,2018,09,24,78-96,25.5,29.2,24.8,30.5
3920,2018,09,25,63-97,25.0,30.2,24.7,31.0
3921,2018,09,26,71-96,24.6,24.6,25.0,29.7
3922,2018,09,27,67-85,24.5,30.9,25.2,30.3
3923,2018,09,28,57-84,25.2,30.6,25.5,32.1
3924,2018,09,29,51-69,23.8,31.0,24.5,31.6
3925,2018,09,30,50-77,24.1,30.5,24.7,31.6
3926,2018,10,01,58-90,23.4,30.0,23.5,31.1
3927,2018,10,02,51-74,22.2,29.7,23.5,30.6
3928,2018,10,03,47-77,22.9,30.3,23.7,31.3
3929,2018,10,04,37-76,21.0,30.6,22.2,31.9
3930,2018,10,05,32-47,20.8,30.3,23.7,31.7
3931,2018,10,06,37-71,19.5,30.3,22.1,31.9
3932,2018,10,07,54-78,21.9,29.6,23.6,30.5
3933,2018,10,08,60-92,24.2,29.6,25.0,30.7
3934,2018,10,09,69-89,23.6,29.6,24.3,29.5
3935,2018,10,10,70-96,22.5,28.8,23.1,29.1
3936,2018,10,11,69-79,21.5,24.2,22.4,26.0
3937,2018,10,12,64-89,21.4,26.0,22.2,26.9
3938,2018,10,13,63-89,22.1,27.0,22.6,27.6
3939,2018,10,14,72-83,23.9,26.7,24.2,26.3
3940,2018,10,15,74-97,23.7,26.8,24.0,28.6
3941,2018,10,16,84-97,22.7,25.4,23.4,27.2
3942,2018,10,17,76-93,21.0,23.8,22.0,26.4
3943,2018,10,18,78-96,20.5,24.0,21.0,24.4
3944,2018,10,19,70-85,22.4,25.8,23.3,26.3
3945,2018,10,20,71-83,23.2,25.5,23.4,24.9
3946,2018,10,21,67-85,22.1,27.7,22.8,28.1
3947,2018,10,22,73-87,21.5,28.3,22.2,28.8
3948,2018,10,23,68-88,22.2,27.4,22.5,27.9
3949,2018,10,24,74-86,23.1,27.2,23.4,27.7
3950,2018,10,25,70-84,22.6,28.2,23.3,28.5
3951,2018,10,26,63-86,21.2,30.6,21.5,30.2
3952,2018,10,27,54-69,20.8,27.8,22.1,28.5
3953,2018,10,28,43-77,18.0,27.8,19.4,28.7
3954,2018,10,29,24-48,17.0,28.9,18.8,30.9
3955,2018,10,30,26-39,23.0,28.4,22.6,30.4
3956,2018,10,31,32-42,22.4,26.6,23.2,28.5
3957,2018,11,01,29-67,21.9,27.2,22.7,28.8
3958,2018,11,02,63-87,19.5,23.4,20.1,26.2
3959,2018,11,03,76-95,18.3,22.8,19.3,23.9
3960,2018,11,04,77-89,21.0,24.9,21.7,25.2
3961,2018,11,05,70-85,23.2,27.8,23.5,27.2
3962,2018,11,06,67-84,23.0,27.9,23.3,27.5
3963,2018,11,07,67-84,22.9,28.6,23.3,28.1
3964,2018,11,08,68-81,22.9,28.5,23.3,29.2
3965,2018,11,09,60-83,21.3,26.7,22.4,28.4
3966,2018,11,10,71-82,22.8,26.0,23.1,25.9
3967,2018,11,11,73-86,20.7,26.8,22.2,26.9
3968,2018,11,12,66-86,21.0,29.5,21.8,29.3
3969,2018,11,13,68-81,22.2,26.1,22.3,26.3
3970,2018,11,14,67-80,22.4,25.7,22.7,26.2
3971,2018,11,15,77-88,22.4,23.6,22.9,24.3
3972,2018,11,16,80-95,22.4,24.8,22.8,25.2
3973,2018,11,17,82-94,22.9,24.1,23.2,24.3
3974,2018,11,18,77-89,22.4,25.4,22.7,28.1
3975,2018,11,19,62-88,21.0,25.9,22.5,27.8
3976,2018,11,20,74-87,20.8,24.0,21.6,25.4
3977,2018,11,21,71-92,20.8,27.4,21.8,28.9
3978,2018,11,22,60-78,18.3,21.2,19.3,22.6
3979,2018,11,23,53-76,15.5,24.2,17.3,25.3
3980,2018,11,24,63-79,19.5,23.3,20.6,23.7
3981,2018,11,25,67-96,17.1,21.4,17.3,21.8
3982,2018,11,26,80-97,17.0,21.0,17.0,21.7
3983,2018,11,27,70-96,18.8,22.3,18.9,23.4
3984,2018,11,28,81-97,19.3,21.8,19.3,22.0
3985,2018,11,29,59-92,18.0,24.8,19.5,24.5
3986,2018,11,30,61-82,19.0,23.8,19.7,24.4
3987,2018,12,01,63-87,20.3,25.3,20.4,25.6
3988,2018,12,02,75-88,19.8,25.7,20.4,26.7
3989,2018,12,03,71-89,20.3,26.8,20.7,28.0
3990,2018,12,04,70-84,19.6,28.5,20.2,29.7
3991,2018,12,05,76-83,22.0,24.0,22.7,25.3
3992,2018,12,06,76-93,21.1,25.6,21.2,26.1
3993,2018,12,07,81-95,16.8,22.7,18.4,23.2
3994,2018,12,08,71-82,14.9,18.6,16.8,20.2
3995,2018,12,09,71-82,14.0,16.5,16.4,18.4
3996,2018,12,10,70-84,12.6,17.0,15.9,19.5
3997,2018,12,11,59-77,13.5,19.3,16.5,22.2
3998,2018,12,12,62-72,11.7,15.2,14.2,17.6
3999,2018,12,13,59-75,11.7,17.3,14.0,18.8
4000,2018,12,14,68-76,13.9,16.8,16.0,18.7
4001,2018,12,15,66-80,16.0,22.0,17.3,23.2
4002,2018,12,16,61-82,15.9,20.0,18.2,22.8
4003,2018,12,17,45-64,11.6,21.3,13.7,22.3
4004,2018,12,18,44-75,10.1,21.0,12.6,20.5
4005,2018,12,19,73-83,17.7,21.1,18.4,23.5
4006,2018,12,20,80-89,20.1,25.2,19.0,26.6
4007,2018,12,21,76-94,20.5,25.9,20.7,25.9
4008,2018,12,22,65-86,18.8,26.3,19.9,27.2
4009,2018,12,23,80-96,16.7,22.0,17.8,22.9
4010,2018,12,24,80-92,15.9,17.7,17.3,18.9
4011,2018,12,25,76-86,17.6,20.5,18.5,21.7
4012,2018,12,26,72-92,15.8,26.1,16.2,25.8
4013,2018,12,27,67-92,17.3,23.3,17.6,24.0
4014,2018,12,28,60-81,14.9,20.1,16.3,21.3
4015,2018,12,29,60-72,11.4,15.7,12.5,16.7
4016,2018,12,30,61-73,8.9,13.9,10.5,17.1
4017,2018,12,31,60-73,9.5,14.3,11.9,17.0
4018,2019,01,01,61-72,9.3,16.8,11.8,18.2
4019,2019,01,02,63-75,11.8,15.7,13.9,17.4
4020,2019,01,03,77-90,12.9,16.0,15.1,17.6
4021,2019,01,04,74-90,16.0,21.1,17.1,22.6
4022,2019,01,05,81-94,17.7,22.6,19.2,25.2
4023,2019,01,06,75-91,16.4,19.7,17.1,20.5
4024,2019,01,07,78-89,17.1,19.8,17.3,20.4
4025,2019,01,08,76-91,18.0,20.3,16.6,21.3
4026,2019,01,09,80-89,16.7,19.7,16.6,19.8
4027,2019,01,10,74-88,17.1,21.7,17.4,21.1
4028,2019,01,11,75-91,17.6,24.3,17.0,25.8
4029,2019,01,12,71-94,18.1,26.4,18.4,26.3
4030,2019,01,13,85-93,17.3,19.3,17.4,20.0
4031,2019,01,14,81-94,17.4,19.9,17.3,20.2
4032,2019,01,15,75-96,17.1,22.5,17.0,23.0
4033,2019,01,16,64-78,14.7,18.7,15.7,20.2
4034,2019,01,17,59-78,13.2,20.3,14.8,21.5
4035,2019,01,18,70-80,14.5,17.8,15.4,18.6
4036,2019,01,19,60-91,16.6,22.4,16.8,22.3
4037,2019,01,20,60-91,17.3,25.2,17.5,25.4
4038,2019,01,21,57-72,15.3,19.7,15.7,21.2
4039,2019,01,22,41-68,11.7,19.2,13.1,20.3
4040,2019,01,23,44-77,9.3,19.9,11.0,19.9
4041,2019,01,24,49-83,11.0,20.4,13.2,20.8
4042,2019,01,25,51-82,12.2,24.6,14.2,25.9
4043,2019,01,26,67-84,13.0,22.7,14.2,22.3
4044,2019,01,27,64-77,14.6,20.1,15.0,20.1
4045,2019,01,28,51-82,13.3,21.5,14.6,21.1
4046,2019,01,29,60-85,12.6,21.1,13.8,21.4
4047,2019,01,30,64-85,15.3,22.7,16.0,22.1
4048,2019,01,31,66-86,16.7,26.7,16.7,27.6
4049,2019,02,01,63-79,16.4,21.5,17.0,21.2
4050,2019,02,02,73-86,16.5,20.9,16.8,21.3
4051,2019,02,03,69-91,18.2,26.0,18.8,26.9
4052,2019,02,04,69-91,16.8,26.5,17.5,27.2
4053,2019,02,05,77-88,17.9,24.0,18.1,23.7
4054,2019,02,06,77-92,19.7,26.7,20.1,25.3
4055,2019,02,07,70-91,19.4,27.4,20.6,26.6
4056,2019,02,08,76-91,18.3,26.0,19.9,26.0
4057,2019,02,09,86-95,18.1,20.3,18.6,20.1
4058,2019,02,10,85-96,17.1,18.8,17.4,18.9
4059,2019,02,11,81-89,15.8,18.8,16.7,19.8
4060,2019,02,12,70-94,15.7,22.1,16.4,22.7
4061,2019,02,13,67-87,17.3,24.7,17.9,26.3
4062,2019,02,14,71-93,18.4,24.1,18.3,25.3
4063,2019,02,15,77-93,18.7,22.9,18.8,23.4
4064,2019,02,16,66-91,18.5,27.9,19.0,28.1
4065,2019,02,17,77-90,17.6,19.9,18.1,20.0
4066,2019,02,18,86-96,16.3,19.1,16.9,19.9
4067,2019,02,19,82-97,18.2,24.3,17.5,26.6
4068,2019,02,20,84-97,21.0,26.2,21.2,26.2
4069,2019,02,21,85-97,20.5,25.1,20.4,26.2
4070,2019,02,22,68-93,17.9,23.5,18.6,25.7
4071,2019,02,23,77-97,14.0,19.4,16.3,20.5
4072,2019,02,24,75-95,12.3,18.1,14.5,19.8
4073,2019,02,25,81-91,14.7,18.3,16.6,19.4
4074,2019,02,26,84-92,16.5,19.5,17.3,21.2
4075,2019,02,27,78-91,18.6,23.8,18.7,25.9
4076,2019,02,28,72-93,19.7,27.4,19.4,28.5
4077,2019,03,01,81-94,19.5,22.4,19.6,22.8
4078,2019,03,02,76-92,19.6,22.8,20.0,25.5
4079,2019,03,03,76-94,19.3,24.4,20.2,25.2
4080,2019,03,04,69-95,18.1,23.1,19.2,23.8
4081,2019,03,05,74-97,17.8,26.2,18.7,26.6
4082,2019,03,06,86-97,19.5,21.8,20.0,22.9
4083,2019,03,07,85-97,15.8,19.9,16.2,20.7
4084,2019,03,08,87-96,15.2,16.9,15.2,17.9
4085,2019,03,09,91-97,16.8,18.3,17.4,20.1
4086,2019,03,10,78-94,16.1,17.6,17.1,19.5
4087,2019,03,11,64-97,14.8,22.5,15.5,23.6
4088,2019,03,12,60-88,13.8,24.0,14.7,24.9
4089,2019,03,13,58-82,16.6,23.9,18.0,25.0
4090,2019,03,14,72-94,18.2,21.5,19.9,22.0
4091,2019,03,15,77-91,17.0,18.6,18.0,20.7
4092,2019,03,16,45-84,17.7,22.6,18.8,23.2
4093,2019,03,17,72-85,19.7,21.8,19.8,23.2
4094,2019,03,18,72-88,19.3,23.9,19.8,25.4
4095,2019,03,19,68-93,18.5,28.2,19.0,28.2
4096,2019,03,20,83-92,21.8,25.7,22.1,27.2
4097,2019,03,21,73-90,21.9,28.3,23.6,27.3
4098,2019,03,22,79-89,23.3,28.2,24.8,27.7
4099,2019,03,23,83-96,15.9,23.8,16.7,25.2
4100,2019,03,24,82-94,15.2,17.9,16.3,18.2
4101,2019,03,25,77-96,17.3,23.0,17.8,24.2
4102,2019,03,26,75-88,20.0,24.5,20.7,25.3
4103,2019,03,27,73-87,20.4,25.5,20.4,26.9
4104,2019,03,28,71-90,21.4,28.2,21.2,28.2
4105,2019,03,29,75-91,22.4,27.4,22.5,27.3
4106,2019,03,30,79-92,21.8,23.1,21.6,24.4
4107,2019,03,31,78-93,20.5,23.0,20.3,23.0
4108,2019,04,01,74-85,19.5,21.4,19.4,21.4
4109,2019,04,02,69-87,18.9,22.2,18.7,23.3
4110,2019,04,03,68-88,20.0,25.4,20.7,27.1
4111,2019,04,04,76-88,20.2,23.7,20.5,25.0
4112,2019,04,05,60-89,19.1,29.3,19.6,30.0
4113,2019,04,06,63-91,19.5,29.4,20.6,29.0
4114,2019,04,07,69-90,22.0,28.9,23.1,29.9
4115,2019,04,08,68-86,24.1,29.7,25.1,28.0
4116,2019,04,09,74-87,25.5,29.7,25.1,27.6
4117,2019,04,10,67-86,24.9,30.4,25.1,30.6
4118,2019,04,11,73-87,23.1,30.0,24.8,28.6
4119,2019,04,12,85-93,20.5,23.4,21.1,24.8
4120,2019,04,13,88-96,20.4,22.6,20.2,22.6
4121,2019,04,14,83-96,22.3,24.6,22.0,25.2
4122,2019,04,15,71-96,20.4,22.9,20.7,24.3
4123,2019,04,16,86-95,19.5,22.9,19.5,24.7
4124,2019,04,17,75-92,19.7,26.6,20.8,27.0
4125,2019,04,18,84-97,21.9,24.9,21.9,26.5
4126,2019,04,19,78-97,20.9,29.7,21.1,28.7
4127,2019,04,20,94-97,22.0,25.5,21.6,27.2
4128,2019,04,21,77-97,22.5,29.9,22.7,30.1
4129,2019,04,22,72-95,24.9,30.9,26.0,30.3
4130,2019,04,23,68-91,25.0,30.9,26.4,30.7
4131,2019,04,24,64-88,25.7,31.1,26.1,30.9
4132,2019,04,25,66-90,26.2,31.2,26.3,32.7
4133,2019,04,26,68-90,24.9,31.9,26.3,31.5
4134,2019,04,27,79-94,21.8,26.3,22.2,27.2
4135,2019,04,28,81-96,22.7,26.6,22.9,28.0
4136,2019,04,29,76-92,24.1,29.7,23.9,30.8
4137,2019,04,30,72-89,25.3,29.0,24.9,29.4
4138,2019,05,01,68-87,22.5,27.5,23.5,30.4
4139,2019,05,02,69-90,20.8,23.9,21.5,25.0
4140,2019,05,03,67-94,18.4,23.4,19.3,24.9
4141,2019,05,04,65-94,20.6,24.0,21.1,24.6
4142,2019,05,05,88-96,20.6,22.2,21.4,22.9
4143,2019,05,06,84-95,20.4,22.9,20.4,22.9
4144,2019,05,07,82-94,19.4,21.4,19.1,21.7
4145,2019,05,08,82-96,19.8,21.7,19.6,21.7
4146,2019,05,09,78-98,19.9,26.2,20.3,26.8
4147,2019,05,10,77-95,22.6,27.5,22.6,27.9
4148,2019,05,11,66-86,21.6,29.7,22.2,31.3
4149,2019,05,12,69-88,22.2,28.9,23.5,30.5
4150,2019,05,13,82-93,23.9,26.5,24.0,28.7
4151,2019,05,14,70-93,24.9,32.2,25.5,31.7
4152,2019,05,15,77-91,26.0,31.0,26.6,31.0
4153,2019,05,16,74-90,27.8,31.8,28.1,30.6
4154,2019,05,17,76-86,28.2,31.5,28.3,30.7
4155,2019,05,18,72-89,28.5,32.9,28.6,32.0
4156,2019,05,19,73-84,29.0,33.0,28.8,32.6
4157,2019,05,20,76-92,23.8,33.0,24.9,33.0
4158,2019,05,21,69-93,22.7,26.6,22.1,27.0
4159,2019,05,22,72-91,22.6,29.0,22.4,30.4
4160,2019,05,23,86-96,24.4,26.7,25.1,28.0
4161,2019,05,24,88-97,23.8,25.7,24.3,26.2
4162,2019,05,25,85-95,25.3,30.5,25.7,30.7
4163,2019,05,26,86-98,24.9,29.5,24.4,29.8
4164,2019,05,27,87-97,25.2,27.9,24.8,28.5
4165,2019,05,28,85-97,24.2,27.4,24.0,29.1
4166,2019,05,29,89-95,23.4,25.6,23.9,25.9
4167,2019,05,30,81-95,23.2,25.8,23.4,26.5
4168,2019,05,31,89-97,24.6,27.8,24.9,28.8
4169,2019,06,01,73-97,24.6,30.7,24.4,29.4
4170,2019,06,02,70-93,24.8,31.4,24.2,31.7
4171,2019,06,03,76-96,25.2,29.9,25.2,29.2
4172,2019,06,04,73-97,25.9,32.0,26.0,31.5
4173,2019,06,05,70-91,25.7,32.5,26.8,32.3
4174,2019,06,06,68-86,26.6,33.0,28.4,33.2
4175,2019,06,07,62-85,27.2,33.2,28.5,33.9
4176,2019,06,08,65-84,28.0,32.5,28.4,32.9
4177,2019,06,09,73-87,28.8,32.5,28.4,32.0
4178,2019,06,10,76-86,24.4,31.9,25.0,31.6
4179,2019,06,11,83-97,0.0,0.0,24.0,30.6
4180,2019,06,12,88-94,0.0,0.0,26.1,31.9
4181,2019,06,13,75-95,0.0,0.0,25.7,30.4
4182,2019,06,14,58-96,25.6,32.5,25.7,33.9
4183,2019,06,15,64-83,23.4,31.6,24.6,32.6
4184,2019,06,16,72-85,0.0,0.0,26.9,30.4
4185,2019,06,17,82-95,0.0,0.0,26.9,29.0
4186,2019,06,18,82-95,26.8,31.2,26.9,31.3
4187,2019,06,19,75-95,26.4,32.8,26.1,32.1
4188,2019,06,20,67-88,26.5,33.0,27.9,34.0
4189,2019,06,21,70-85,28.7,33.1,29.5,33.0
4190,2019,06,22,70-88,28.4,32.8,28.3,32.2
4191,2019,06,23,74-87,29.2,31.8,29.2,32.1
4192,2019,06,24,79-95,24.7,31.2,24.3,30.8
4193,2019,06,25,78-96,24.4,30.6,24.4,31.5
4194,2019,06,26,75-94,26.1,31.5,26.6,32.5
4195,2019,06,27,72-92,27.3,33.4,29.0,33.2
4196,2019,06,28,78-90,28.5,32.7,28.6,32.2
4197,2019,06,29,71-85,28.5,33.9,29.6,32.9
4198,2019,06,30,73-94,27.6,33.9,26.8,34.4
4199,2019,07,01,66-96,27.5,32.6,26.7,33.9
4200,2019,07,02,78-96,25.9,32.2,26.2,32.0
4201,2019,07,03,87-98,25.6,28.6,25.3,29.5
4202,2019,07,04,71-93,26.4,32.1,27.1,32.4
4203,2019,07,05,67-91,26.2,32.2,26.0,32.4
4204,2019,07,06,75-86,28.1,31.7,27.9,31.1
4205,2019,07,07,77-86,28.3,31.5,27.6,31.4
4206,2019,07,08,73-84,29.0,32.8,28.9,31.3
4207,2019,07,09,74-90,27.7,31.8,28.5,31.2
4208,2019,07,10,82-92,26.2,30.4,26.7,30.4
4209,2019,07,11,79-94,26.2,31.6,26.6,30.6
4210,2019,07,12,72-89,27.1,32.5,28.4,31.9
4211,2019,07,13,70-81,28.8,31.8,29.0,31.6
4212,2019,07,14,72-83,29.1,32.3,28.9,31.1
4213,2019,07,15,65-85,27.3,34.0,28.6,33.4
4214,2019,07,16,58-88,26.9,34.2,27.4,33.4
4215,2019,07,17,67-90,26.9,35.0,27.7,35.7
4216,2019,07,18,63-84,27.7,35.3,29.2,35.5
4217,2019,07,19,73-94,26.0,33.8,26.0,33.7
